          10 -0.3597980      -1.856833              11          64
          11 -0.5375853      -1.843487               8          64
          12 -0.6612415      -1.866964               7          64
          13 -0.8174462      -1.809739               6          64
          14 -0.9746748      -1.717014               5          64
          15 -0.9237186      -1.726869               4          64
          16 -0.7248362      -1.851891               4          64
          17 -0.6789786      -1.844374               4          64
          18 -0.6675314      -1.817031               3          64
          19 -0.5777066      -1.830895               3          64
          20 -0.4093133      -1.914905               3          64
          21 -0.2146154      -2.004436               3          64
          22 -0.1513792      -2.006867               3          64
          23 -7.7047780E-02  -2.027200               3          64
          24 -1.9938562E-02  -2.037391               3          64
          25  4.8504982E-02  -2.069277               3          64
          26  2.9359633E-02  -2.040773               3          64
          27 -2.1288471E-04  -2.007761               3          64
          28  7.5698361E-02  -2.050645               3          64
          29  3.8659863E-02  -2.027128               3          64
          30  8.6029299E-02  -2.053916               3          64
